Provincias;Ramas de actividad;periodo;Total
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;8.171.130
02 Albacete;A. Agricultura, ganadería, silvicultura y pesca;2018;828.906
02 Albacete;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.120.254
02 Albacete;C. - De las cuales: Industria manufacturera;2018;877.124
02 Albacete;F. Construcción;2018;441.396
02 Albacete;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.627.941
02 Albacete;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.340.461
02 Albacete;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.035.104
02 Albacete;Valor añadido bruto total;2018;7.394.062
02 Albacete;Impuestos netos sobre los productos;2018;777.068
02 Albacete;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;8.171.130
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;35.995.303
03 Alicante/Alacant;A. Agricultura, ganadería, silvicultura y pesca;2018;617.029
03 Alicante/Alacant;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.164.499
03 Alicante/Alacant;C. - De las cuales: Industria manufacturera;2018;2.545.007
03 Alicante/Alacant;F. Construcción;2018;2.671.391
03 Alicante/Alacant;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;9.830.046
03 Alicante/Alacant;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;8.374.271
03 Alicante/Alacant;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;7.914.946
03 Alicante/Alacant;Valor añadido bruto total;2018;32.572.182
03 Alicante/Alacant;Impuestos netos sobre los productos;2018;3.423.121
03 Alicante/Alacant;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;35.995.303
04 Almería;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;15.173.666
04 Almería;A. Agricultura, ganadería, silvicultura y pesca;2018;2.121.340
04 Almería;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.401.528
04 Almería;C. - De las cuales: Industria manufacturera;2018;900.662
04 Almería;F. Construcción;2018;732.184
04 Almería;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;3.717.024
04 Almería;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.629.665
04 Almería;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.128.865
04 Almería;Valor añadido bruto total;2018;13.730.606
04 Almería;Impuestos netos sobre los productos;2018;1.443.060
04 Almería;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;15.173.666
01 Araba/Álava;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;12.740.333
01 Araba/Álava;A. Agricultura, ganadería, silvicultura y pesca;2018;240.281
01 Araba/Álava;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.874.027
01 Araba/Álava;C. - De las cuales: Industria manufacturera;2018;3.676.861
01 Araba/Álava;F. Construcción;2018;495.851
01 Araba/Álava;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.857.468
01 Araba/Álava;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.353.156
01 Araba/Álava;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.707.848
01 Araba/Álava;Valor añadido bruto total;2018;11.528.631
01 Araba/Álava;Impuestos netos sobre los productos;2018;1.211.702
01 Araba/Álava;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;12.740.333
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;23.225.369
33 Asturias;A. Agricultura, ganadería, silvicultura y pesca;2018;300.874
33 Asturias;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;4.254.859
33 Asturias;C. - De las cuales: Industria manufacturera;2018;2.949.174
33 Asturias;F. Construcción;2018;1.412.594
33 Asturias;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;5.031.563
33 Asturias;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;4.892.078
33 Asturias;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;5.125.594
33 Asturias;Valor añadido bruto total;2018;21.017.562
33 Asturias;Impuestos netos sobre los productos;2018;2.207.807
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;23.225.369
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;3.217.007
05 Ávila;A. Agricultura, ganadería, silvicultura y pesca;2018;136.527
05 Ávila;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;263.646
05 Ávila;C. - De las cuales: Industria manufacturera;2018;221.987
05 Ávila;F. Construcción;2018;240.505
05 Ávila;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;724.474
05 Ávila;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;646.572
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;899.347
05 Ávila;Valor añadido bruto total;2018;2.911.071
05 Ávila;Impuestos netos sobre los productos;2018;305.936
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;3.217.007
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;12.331.184
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;2018;1.230.152
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.244.793
06 Badajoz;C. - De las cuales: Industria manufacturera;2018;831.268
06 Badajoz;F. Construcción;2018;685.759
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;2.206.701
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.212.262
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.579.603
06 Badajoz;Valor añadido bruto total;2018;11.159.270
06 Badajoz;Impuestos netos sobre los productos;2018;1.171.914
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;12.331.184
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;32.740.793
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;2018;167.235
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.752.627
07 Balears, Illes;C. - De las cuales: Industria manufacturera;2018;809.077
07 Balears, Illes;F. Construcción;2018;2.175.371
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;11.393.251
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;8.247.298
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;5.892.667
07 Balears, Illes;Valor añadido bruto total;2018;29.628.449
07 Balears, Illes;Impuestos netos sobre los productos;2018;3.112.344
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;32.740.793
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;171.924.804
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2018;808.213
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;30.790.433
08 Barcelona;C. - De las cuales: Industria manufacturera;2018;26.847.704
08 Barcelona;F. Construcción;2018;7.469.104
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;43.915.791
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;41.185.420
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;31.415.378
08 Barcelona;Valor añadido bruto total;2018;155.584.339
08 Barcelona;Impuestos netos sobre los productos;2018;16.340.465
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;171.924.804
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;35.582.278
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2018;91.526
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;6.335.173
48 Bizkaia;C. - De las cuales: Industria manufacturera;2018;4.891.924
48 Bizkaia;F. Construcción;2018;2.515.552
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;8.090.828
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;8.029.989
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;7.138.489
48 Bizkaia;Valor añadido bruto total;2018;32.201.557
48 Bizkaia;Impuestos netos sobre los productos;2018;3.380.721
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;35.582.278
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;10.479.188
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2018;451.718
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.075.447
09 Burgos;C. - De las cuales: Industria manufacturera;2018;2.262.408
09 Burgos;F. Construcción;2018;594.095
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.676.311
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.688.992
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;1.996.019
09 Burgos;Valor añadido bruto total;2018;9.482.582
09 Burgos;Impuestos netos sobre los productos;2018;996.606
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;10.479.188
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;7.760.226
10 Cáceres;A. Agricultura, ganadería, silvicultura y pesca;2018;529.760
10 Cáceres;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.203.914
10 Cáceres;C. - De las cuales: Industria manufacturera;2018;327.497
10 Cáceres;F. Construcción;2018;585.206
10 Cáceres;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.307.282
10 Cáceres;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.335.275
10 Cáceres;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.060.811
10 Cáceres;Valor añadido bruto total;2018;7.022.248
10 Cáceres;Impuestos netos sobre los productos;2018;737.978
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;7.760.226
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;22.277.724
11 Cádiz;A. Agricultura, ganadería, silvicultura y pesca;2018;656.086
11 Cádiz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.185.637
11 Cádiz;C. - De las cuales: Industria manufacturera;2018;2.329.291
11 Cádiz;F. Construcción;2018;1.270.459
11 Cádiz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;4.646.686
11 Cádiz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;4.471.088
11 Cádiz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;5.929.165
11 Cádiz;Valor añadido bruto total;2018;20.159.121
11 Cádiz;Impuestos netos sobre los productos;2018;2.118.603
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;22.277.724
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;13.743.992
39 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;2018;201.567
39 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;2.616.881
39 Cantabria;C. - De las cuales: Industria manufacturera;2018;2.144.534
39 Cantabria;F. Construcción;2018;826.073
39 Cantabria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;2.827.099
39 Cantabria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.892.643
39 Cantabria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.073.223
39 Cantabria;Valor añadido bruto total;2018;12.437.486
39 Cantabria;Impuestos netos sobre los productos;2018;1.306.506
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;13.743.992
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;15.645.552
12 Castellón/Castelló;A. Agricultura, ganadería, silvicultura y pesca;2018;317.347
12 Castellón/Castelló;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;4.963.664
12 Castellón/Castelló;C. - De las cuales: Industria manufacturera;2018;4.582.461
12 Castellón/Castelló;F. Construcción;2018;801.525
12 Castellón/Castelló;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;3.048.536
12 Castellón/Castelló;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.563.454
12 Castellón/Castelló;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.463.028
12 Castellón/Castelló;Valor añadido bruto total;2018;14.157.554
12 Castellón/Castelló;Impuestos netos sobre los productos;2018;1.487.998
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;15.645.552
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;10.710.723
13 Ciudad Real;A. Agricultura, ganadería, silvicultura y pesca;2018;1.188.504
13 Ciudad Real;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.758.526
13 Ciudad Real;C. - De las cuales: Industria manufacturera;2018;1.551.914
13 Ciudad Real;F. Construcción;2018;634.697
13 Ciudad Real;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.974.176
13 Ciudad Real;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.628.124
13 Ciudad Real;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;2.508.097
13 Ciudad Real;Valor añadido bruto total;2018;9.692.124
13 Ciudad Real;Impuestos netos sobre los productos;2018;1.018.599
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;10.710.723
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;14.203.118
14 Córdoba;A. Agricultura, ganadería, silvicultura y pesca;2018;1.379.236
14 Córdoba;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.320.128
14 Córdoba;C. - De las cuales: Industria manufacturera;2018;960.619
14 Córdoba;F. Construcción;2018;749.397
14 Córdoba;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;2.928.426
14 Córdoba;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.629.091
14 Córdoba;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.846.110
14 Córdoba;Valor añadido bruto total;2018;12.852.388
14 Córdoba;Impuestos netos sobre los productos;2018;1.350.730
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;14.203.118
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;27.119.027
15 Coruña, A;A. Agricultura, ganadería, silvicultura y pesca;2018;1.002.371
15 Coruña, A;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;4.242.412
15 Coruña, A;C. - De las cuales: Industria manufacturera;2018;2.822.960
15 Coruña, A;F. Construcción;2018;1.716.925
15 Coruña, A;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;6.326.294
15 Coruña, A;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;5.235.195
15 Coruña, A;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;6.019.529
15 Coruña, A;Valor añadido bruto total;2018;24.542.726
15 Coruña, A;Impuestos netos sobre los productos;2018;2.576.301
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;27.119.027
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;4.541.324
16 Cuenca;A. Agricultura, ganadería, silvicultura y pesca;2018;716.731
16 Cuenca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;542.435
16 Cuenca;C. - De las cuales: Industria manufacturera;2018;257.006
16 Cuenca;F. Construcción;2018;269.157
16 Cuenca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;1.020.011
16 Cuenca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;638.364
16 Cuenca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;922.734
16 Cuenca;Valor añadido bruto total;2018;4.109.432
16 Cuenca;Impuestos netos sobre los productos;2018;431.892
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;4.541.324
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;23.598.874
20 Gipuzkoa;A. Agricultura, ganadería, silvicultura y pesca;2018;133.270
20 Gipuzkoa;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;5.518.146
20 Gipuzkoa;C. - De las cuales: Industria manufacturera;2018;5.341.151
20 Gipuzkoa;F. Construcción;2018;1.434.654
20 Gipuzkoa;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;5.046.710
20 Gipuzkoa;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;4.524.857
20 Gipuzkoa;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;4.696.794
20 Gipuzkoa;Valor añadido bruto total;2018;21.354.431
20 Gipuzkoa;Impuestos netos sobre los productos;2018;2.244.443
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;23.598.874
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;20.939.426
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2018;556.125
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;2.409.597
17 Girona;C. - De las cuales: Industria manufacturera;2018;2.021.324
17 Girona;F. Construcción;2018;1.309.795
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;6.074.237
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;4.817.930
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.780.264
17 Girona;Valor añadido bruto total;2018;18.947.948
17 Girona;Impuestos netos sobre los productos;2018;1.991.478
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;20.939.426
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;16.673.976
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2018;1.122.985
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.173.326
18 Granada;C. - De las cuales: Industria manufacturera;2018;586.758
18 Granada;F. Construcción;2018;1.089.042
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;3.697.255
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;3.517.298
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;4.488.398
18 Granada;Valor añadido bruto total;2018;15.088.304
18 Granada;Impuestos netos sobre los productos;2018;1.585.672
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;16.673.976
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;5.224.085
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2018;227.387
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;1.243.243
19 Guadalajara;C. - De las cuales: Industria manufacturera;2018;798.757
19 Guadalajara;F. Construcción;2018;310.839
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;787.759
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;1.057.499
