Provincias;Ramas de actividad;periodo;Total
04 Almería;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.816.431
04 Almería;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.041.318
04 Almería;Valor añadido bruto total;2021(P);14.167.865
04 Almería;Impuestos netos sobre los productos;2021(P);1.491.757
04 Almería;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);15.659.622
01 Araba/Álava;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.939.983
01 Araba/Álava;A. Agricultura, ganadería, silvicultura y pesca;2021(P);201.362
01 Araba/Álava;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);3.832.143
01 Araba/Álava;C. - De las cuales: Industria manufacturera;2021(P);3.473.573
01 Araba/Álava;F. Construcción;2021(P);400.677
01 Araba/Álava;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.946.392
01 Araba/Álava;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.434.844
01 Araba/Álava;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.891.885
01 Araba/Álava;Valor añadido bruto total;2021(P);11.707.303
01 Araba/Álava;Impuestos netos sobre los productos;2021(P);1.232.680
01 Araba/Álava;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.939.983
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);23.549.659
33 Asturias;A. Agricultura, ganadería, silvicultura y pesca;2021(P);306.301
33 Asturias;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);4.572.369
33 Asturias;C. - De las cuales: Industria manufacturera;2021(P);3.118.701
33 Asturias;F. Construcción;2021(P);1.392.272
33 Asturias;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.867.794
33 Asturias;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.075.288
33 Asturias;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);5.092.263
33 Asturias;Valor añadido bruto total;2021(P);21.306.287
33 Asturias;Impuestos netos sobre los productos;2021(P);2.243.372
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);23.549.659
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.300.110
05 Ávila;A. Agricultura, ganadería, silvicultura y pesca;2021(P);141.202
05 Ávila;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);324.441
05 Ávila;C. - De las cuales: Industria manufacturera;2021(P);251.439
05 Ávila;F. Construcción;2021(P);266.759
05 Ávila;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);645.518
05 Ávila;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);678.479
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);929.338
05 Ávila;Valor añadido bruto total;2021(P);2.985.737
05 Ávila;Impuestos netos sobre los productos;2021(P);314.373
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.300.110
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.723.211
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.114.803
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.424.693
06 Badajoz;C. - De las cuales: Industria manufacturera;2021(P);989.504
06 Badajoz;F. Construcción;2021(P);712.482
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.239.124
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.390.063
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.630.016
06 Badajoz;Valor añadido bruto total;2021(P);11.511.181
06 Badajoz;Impuestos netos sobre los productos;2021(P);1.212.030
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.723.211
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.031.668
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;2021(P);154.128
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.806.386
07 Balears, Illes;C. - De las cuales: Industria manufacturera;2021(P);775.341
07 Balears, Illes;F. Construcción;2021(P);2.146.768
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);8.876.564
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.116.266
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.070.699
07 Balears, Illes;Valor añadido bruto total;2021(P);27.170.811
07 Balears, Illes;Impuestos netos sobre los productos;2021(P);2.860.857
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.031.668
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);173.721.885
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);723.577
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);32.134.195
08 Barcelona;C. - De las cuales: Industria manufacturera;2021(P);27.764.672
08 Barcelona;F. Construcción;2021(P);7.393.843
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);42.489.644
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);42.975.113
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);31.456.531
08 Barcelona;Valor añadido bruto total;2021(P);157.172.903
08 Barcelona;Impuestos netos sobre los productos;2021(P);16.548.982
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);173.721.885
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);35.446.900
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);70.267
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);6.216.317
48 Bizkaia;C. - De las cuales: Industria manufacturera;2021(P);4.877.367
48 Bizkaia;F. Construcción;2021(P);2.531.960
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.637.754
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.394.418
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);7.219.464
48 Bizkaia;Valor añadido bruto total;2021(P);32.070.180
48 Bizkaia;Impuestos netos sobre los productos;2021(P);3.376.720
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);35.446.900
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.276.704
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2021(P);537.609
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.948.934
09 Burgos;C. - De las cuales: Industria manufacturera;2021(P);2.524.749
09 Burgos;F. Construcción;2021(P);527.010
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.630.774
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.738.882
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.914.522
09 Burgos;Valor añadido bruto total;2021(P);9.297.731
09 Burgos;Impuestos netos sobre los productos;2021(P);978.973
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.276.704
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.926.526
10 Cáceres;A. Agricultura, ganadería, silvicultura y pesca;2021(P);539.289
10 Cáceres;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.314.786
10 Cáceres;C. - De las cuales: Industria manufacturera;2021(P);304.861
10 Cáceres;F. Construcción;2021(P);595.778
10 Cáceres;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.230.075
10 Cáceres;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.393.426
10 Cáceres;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.098.080
10 Cáceres;Valor añadido bruto total;2021(P);7.171.434
10 Cáceres;Impuestos netos sobre los productos;2021(P);755.092
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.926.526
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.635.742
11 Cádiz;A. Agricultura, ganadería, silvicultura y pesca;2021(P);590.182
11 Cádiz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.965.350
11 Cádiz;C. - De las cuales: Industria manufacturera;2021(P);1.903.996
11 Cádiz;F. Construcción;2021(P);1.228.858
11 Cádiz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.713.925
11 Cádiz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.743.273
11 Cádiz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.237.843
11 Cádiz;Valor añadido bruto total;2021(P);20.479.431
11 Cádiz;Impuestos netos sobre los productos;2021(P);2.156.311
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.635.742
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.022.067
39 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;2021(P);185.011
39 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.834.352
39 Cantabria;C. - De las cuales: Industria manufacturera;2021(P);2.264.179
39 Cantabria;F. Construcción;2021(P);824.530
39 Cantabria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.693.982
39 Cantabria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);3.078.541
39 Cantabria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.069.890
39 Cantabria;Valor añadido bruto total;2021(P);12.686.306
39 Cantabria;Impuestos netos sobre los productos;2021(P);1.335.761
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.022.067
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);16.147.043
12 Castellón/Castelló;A. Agricultura, ganadería, silvicultura y pesca;2021(P);429.078
12 Castellón/Castelló;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.233.733
12 Castellón/Castelló;C. - De las cuales: Industria manufacturera;2021(P);4.811.949
12 Castellón/Castelló;F. Construcción;2021(P);758.542
12 Castellón/Castelló;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.930.316
12 Castellón/Castelló;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.748.923
12 Castellón/Castelló;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.508.262
12 Castellón/Castelló;Valor añadido bruto total;2021(P);14.608.854
12 Castellón/Castelló;Impuestos netos sobre los productos;2021(P);1.538.189
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);16.147.043
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.832.838
13 Ciudad Real;A. Agricultura, ganadería, silvicultura y pesca;2021(P);962.771
13 Ciudad Real;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.830.190
13 Ciudad Real;C. - De las cuales: Industria manufacturera;2021(P);1.547.223
13 Ciudad Real;F. Construcción;2021(P);660.968
13 Ciudad Real;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.003.563
13 Ciudad Real;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.715.384
13 Ciudad Real;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.628.011
13 Ciudad Real;Valor añadido bruto total;2021(P);9.800.887
13 Ciudad Real;Impuestos netos sobre los productos;2021(P);1.031.951
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.832.838
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.616.131
14 Córdoba;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.495.086
14 Córdoba;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.519.904
14 Córdoba;C. - De las cuales: Industria manufacturera;2021(P);1.230.162
14 Córdoba;F. Construcción;2021(P);780.631
14 Córdoba;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.674.401
14 Córdoba;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.786.778
14 Córdoba;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.966.979
14 Córdoba;Valor añadido bruto total;2021(P);13.223.779
14 Córdoba;Impuestos netos sobre los productos;2021(P);1.392.352
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);14.616.131
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);27.347.965
15 Coruña, A;A. Agricultura, ganadería, silvicultura y pesca;2021(P);971.640
15 Coruña, A;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);3.953.030
15 Coruña, A;C. - De las cuales: Industria manufacturera;2021(P);2.597.552
15 Coruña, A;F. Construcción;2021(P);1.762.785
15 Coruña, A;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);6.169.564
15 Coruña, A;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.622.858
15 Coruña, A;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.262.883
15 Coruña, A;Valor añadido bruto total;2021(P);24.742.760
15 Coruña, A;Impuestos netos sobre los productos;2021(P);2.605.205
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);27.347.965
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.594.001
16 Cuenca;A. Agricultura, ganadería, silvicultura y pesca;2021(P);757.799
16 Cuenca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);513.832
16 Cuenca;C. - De las cuales: Industria manufacturera;2021(P);288.247
16 Cuenca;F. Construcción;2021(P);273.704
16 Cuenca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);987.352
16 Cuenca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);671.677
16 Cuenca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);952.006
16 Cuenca;Valor añadido bruto total;2021(P);4.156.370
16 Cuenca;Impuestos netos sobre los productos;2021(P);437.631
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.594.001
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);23.839.000
20 Gipuzkoa;A. Agricultura, ganadería, silvicultura y pesca;2021(P);91.933
20 Gipuzkoa;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.921.660
20 Gipuzkoa;C. - De las cuales: Industria manufacturera;2021(P);5.534.807
20 Gipuzkoa;F. Construcción;2021(P);1.186.543
20 Gipuzkoa;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.963.137
20 Gipuzkoa;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.743.611
20 Gipuzkoa;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.661.181
20 Gipuzkoa;Valor añadido bruto total;2021(P);21.568.065
20 Gipuzkoa;Impuestos netos sobre los productos;2021(P);2.270.935
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);23.839.000
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.355.174
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);504.047
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.877.101
17 Girona;C. - De las cuales: Industria manufacturera;2021(P);2.443.136
17 Girona;F. Construcción;2021(P);1.382.527
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);5.538.267
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.196.307
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.822.602
17 Girona;Valor añadido bruto total;2021(P);19.320.851
17 Girona;Impuestos netos sobre los productos;2021(P);2.034.323
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.355.174
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);17.140.505
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.088.230
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.549.956
18 Granada;C. - De las cuales: Industria manufacturera;2021(P);713.568
18 Granada;F. Construcción;2021(P);900.062
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.580.557
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);3.743.645
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.645.227
18 Granada;Valor añadido bruto total;2021(P);15.507.677
